Case,Cone_Angle,Omega_RPM,Pitch_Angle,Vz_ms,Avg_Fpx,Avg_Fpy,Avg_Fpz,Avg_Mpx,Avg_Mpy,Avg_Mpz
10_480_-5,10,480,-5,1,-0.009262713,0.000993913,0.057162619,-0.000559055,-0.003927525,-0.000268158
10_480_-3,10,480,-3,1,-0.0076089,0.000182046,0.051329048,-0.000501206,-0.003783429,-0.000254859
10_480_-1,10,480,-1,1,-0.00219592,-0.001034669,0.018403751,-0.000508626,-0.002332076,-0.00040965
10_480_-5,10,480,-5,2,-0.015082385,0.010639827,0.119099149,-0.000766945,-0.008223701,0.00060805
10_480_-3,10,480,-3,2,-0.017401546,0.008811838,0.133346469,-0.000868708,-0.009563243,0.00045048
10_480_-1,10,480,-1,2,-0.019418395,0.006269408,0.147133937,-0.000976768,-0.010827806,0.000224874
10_480_-5,10,480,-5,3,-0.035949498,0.029749883,0.250911568,-0.00173291,-0.016302354,0.001600989
10_480_-3,10,480,-3,3,-0.037987229,0.025322214,0.267201835,-0.001937487,-0.017721671,0.001280024
10_480_-1,10,480,-1,3,-0.040335491,0.020168653,0.281310301,-0.002159049,-0.018990797,0.000834733
8_480_-5,8,480,-5,1,-0.005694823,0.001516781,0.048878649,-0.000389348,-0.003359631,-0.00015163
8_480_-3,8,480,-3,1,-0.003764091,-0.000304249,0.038006925,-0.000388071,-0.002994532,-0.000270175
8_480_-1,8,480,-1,1,-0.003204586,-0.001068957,0.03273734,-0.000469816,-0.003146648,-0.00037373
8_480_-5,8,480,-5,2,-0.011088487,0.010688243,0.117019794,-0.000667089,-0.008060932,0.00061952
8_480_-3,8,480,-3,2,-0.012890576,0.008946836,0.130762731,-0.0007434,-0.009341434,0.000482371
8_480_-1,8,480,-1,2,-0.01419982,0.006595311,0.144151381,-0.000855351,-0.010574598,0.000276199
8_480_-5,8,480,-5,3,-0.027906469,0.029709656,0.248963648,-0.001612886,-0.016176968,0.001633247
8_480_-3,8,480,-3,3,-0.029228067,0.025357646,0.265542464,-0.001798225,-0.017541386,0.001357051
8_480_-1,8,480,-1,3,-0.030818143,0.020395061,0.279107821,-0.002019759,-0.018825355,0.000930043
6_480_-5,6,480,-5,1,-0.003382241,0.001128792,0.043479968,-0.000298801,-0.003014566,-0.000160342
6_480_-3,6,480,-3,1,-0.003364494,0.000524602,0.045312697,-0.000306229,-0.003337048,-0.000191759
6_480_-1,6,480,-1,1,-0.002411793,-0.000877974,0.036450649,-0.000369114,-0.003272745,-0.000325788
6_480_-5,6,480,-5,2,-0.007285499,0.01063545,0.114790508,-0.000575244,-0.007890668,0.000625938
6_480_-3,6,480,-3,2,-0.008677764,0.008996562,0.12806299,-0.000626232,-0.009142617,0.00049293
6_480_-1,6,480,-1,2,-0.009634439,0.00701735,0.141662897,-0.000754979,-0.010407291,0.000320462
6_480_-5,6,480,-5,3,-0.020229605,0.029242296,0.246180431,-0.001478288,-0.016018065,0.001663857
6_480_-3,6,480,-3,3,-0.021183182,0.025576241,0.2633309,-0.001670191,-0.01743209,0.001407464
6_480_-1,6,480,-1,3,-0.022262675,0.02088555,0.279837226,-0.001858025,-0.018880084,0.001059897
4_480_-5,4,480,-5,1,-0.001536171,0.000755478,0.038164273,-0.000213044,-0.002627687,-0.000190986
4_480_-5,4,480,-5,2,-0.004030538,0.010543188,0.112323721,-0.000459899,-0.00771565,0.000605765
4_480_-5,4,480,-5,3,-0.013180601,0.02887997,0.244418087,-0.001333042,-0.015894457,0.001692252
4_480_-3,4,480,-3,1,-0.00174845,0.000743214,0.044871117,-0.000214452,-0.003257142,-0.000160343
4_480_-3,4,480,-3,2,-0.004586904,0.009198582,0.124794959,-0.000515884,-0.008888524,0.00051181
4_480_-3,4,480,-3,3,-0.013392765,0.025205568,0.259805876,-0.001503151,-0.017232743,0.00142844
4_480_-1,4,480,-1,1,-0.001390532,-0.000575388,0.039681323,-0.000254803,-0.003349837,-0.000263993
4_480_-1,4,480,-1,2,-0.005104947,0.007453672,0.137837259,-0.000623587,-0.010106831,0.000368435
4_480_-1,4,480,-1,3,-0.013809848,0.021259189,0.277116527,-0.00171834,-0.018736558,0.001135013
12_420_-5,12,420,-5,1,-0.01084948,0.001744261,0.054470149,-0.000471177,-0.003759799,-0.000152976
12_420_-3,12,420,-3,1,-0.04666591,-0.001933591,0.210112162,-0.00353189,-0.014939816,-0.001525142
12_420_-1,12,420,-1,1,-0.029607288,-0.004099405,0.138745231,-0.002140822,-0.01084634,-0.001050917
12_420_-5,12,420,-5,2,-0.019674546,0.011299058,0.117675425,-0.000804025,-0.008120995,0.000644128
12_420_-3,12,420,-3,2,-0.021696183,0.009478786,0.130264446,-0.000910785,-0.009197615,0.000497021
12_420_-1,12,420,-1,2,-0.024479786,0.008380128,0.147112618,-0.001060633,-0.010453777,0.000268649
12_420_-5,12,420,-5,3,-0.042748893,0.028470881,0.233316154,-0.001837414,-0.01487429,0.001433243
12_420_-3,12,420,-3,3,-0.045060194,0.0239217,0.244101714,-0.002003945,-0.01575149,0.001063853
12_420_-1,12,420,-1,3,-0.048057199,0.0185669,0.257994528,-0.00221573,-0.016728463,0.00065285
10_420_-5,10,420,-5,1,-0.007084252,0.002332893,0.047942903,-0.000362215,-0.003340896,-2.30E-05
10_420_-3,10,420,-3,1,-0.012949787,0.000297584,0.075828851,-0.000736949,-0.005307251,-0.000356231
10_420_-1,10,420,-1,1,-0.003901708,-0.001135657,0.029681461,-0.000423233,-0.002540211,-0.000316727
10_420_-5,10,420,-5,2,-0.015618088,0.011197697,0.11596592,-0.000716616,-0.007964567,0.000666706
10_420_-3,10,420,-3,2,-0.017148826,0.00936537,0.127939304,-0.000823021,-0.009031118,0.000524838
10_420_-1,10,420,-1,2,-0.018954758,0.00721334,0.14133847,-0.000946215,-0.010133161,0.000329637
10_420_-5,10,420,-5,3,-0.034923003,0.028502953,0.233268799,-0.001751086,-0.014844514,0.001503982
10_420_-3,10,420,-3,3,-0.036622214,0.023597346,0.244571433,-0.001939999,-0.015822529,0.00116726
10_420_-1,10,420,-1,3,-0.03904297,0.018520079,0.256370457,-0.002110722,-0.016734634,0.000765767
8_420_-5,8,420,-5,1,-0.004642504,0.001884882,0.0426612,-0.000296906,-0.002993839,-4.20E-05
8_420_-3,8,420,-3,1,-0.00606506,0.001496602,0.053113424,-0.00035752,-0.003755323,-8.01E-05
8_420_-1,8,420,-1,1,-0.002542667,-0.000642341,0.028916578,-0.000382282,-0.002740877,-0.000263436
8_420_-5,8,420,-5,2,-0.011839521,0.011117815,0.114236433,-0.000629192,-0.007828375,0.000672514
8_420_-3,8,420,-3,2,-0.012734146,0.009444501,0.125405183,-0.000723757,-0.008828978,0.000550765
8_420_-1,8,420,-1,2,-0.013856506,0.007231029,0.13733268,-0.000837587,-0.00986545,0.00036851
8_420_-5,8,420,-5,3,-0.027621002,0.028617677,0.23301967,-0.001646476,-0.014805329,0.001554998
8_420_-3,8,420,-3,3,-0.028474663,0.023820537,0.244182161,-0.001830367,-0.015795959,0.001261829
8_420_-1,8,420,-1,3,-0.03041588,0.018253433,0.255451478,-0.00201378,-0.016694972,0.000875119
6_420_-5,6,420,-5,1,-0.002829621,0.001560202,0.038620811,-0.000235562,-0.00269835,-5.81E-05
6_420_-3,6,420,-3,1,-0.003429165,0.001710113,0.047091731,-0.000252787,-0.003396933,-3.53E-05
6_420_-1,6,420,-1,1,-0.002147299,-0.000308524,0.035267952,-0.00030273,-0.003031709,-0.000208686
6_420_-5,6,420,-5,2,-0.008243553,0.010976704,0.11246422,-0.000549155,-0.007695466,0.00067441
6_420_-3,6,420,-3,2,-0.00875025,0.009442726,0.123079369,-0.000630683,-0.008660101,0.000565647
6_420_-1,6,420,-1,2,-0.009567333,0.007474846,0.135023972,-0.000754599,-0.009726098,0.000407173
6_420_-5,6,420,-5,3,-0.020536388,0.02839975,0.231521326,-0.001546501,-0.014749081,0.001589427
6_420_-3,6,420,-3,3,-0.02117048,0.024115611,0.244049188,-0.001700619,-0.015788904,0.001330211
6_420_-1,6,420,-1,3,-0.022375489,0.018742048,0.25525332,-0.001888068,-0.01679651,0.000987655
4_420_-5,4,420,-5,1,-0.001318187,0.00131339,0.035015967,-0.000166806,-0.002422325,-7.78E-05
4_420_-5,4,420,-5,2,-0.00489079,0.01091008,0.110135794,-0.000460003,-0.007528515,0.000668324
4_420_-5,4,420,-5,3,-0.013943664,0.028198664,0.230885173,-0.001426456,-0.014723098,0.001625377
4_420_-3,4,420,-3,1,-0.001508968,0.001446248,0.042340753,-0.000176343,-0.003064549,-4.73E-05
4_420_-3,4,420,-3,2,-0.005013088,0.009534555,0.120522743,-0.00053444,-0.008476258,0.00057711
4_420_-3,4,420,-3,3,-0.014062556,0.0241315,0.243185993,-0.001570199,-0.015757662,0.001368349
4_420_-1,4,420,-1,1,-0.001236166,0.000181528,0.039263606,-0.000214446,-0.003164141,-0.000143057
4_420_-1,4,420,-1,2,-0.005356127,0.007756034,0.131728624,-0.000642818,-0.009486094,0.000441778
4_420_-1,4,420,-1,3,-0.014448473,0.019352527,0.254239931,-0.001742182,-0.016754984,0.00106878
12_360_-5,12,360,-5,1,-0.007160769,0.002348417,0.041236329,-0.000331459,-0.002936224,3.44E-05
12_360_-3,12,360,-3,1,-0.008837954,0.002191099,0.050370071,-0.000383299,-0.003608874,1.72E-05
12_360_-1,12,360,-1,1,-0.002581285,-0.000506837,0.019484533,-0.000431982,-0.002111035,-0.000250594
12_360_-5,12,360,-5,2,-0.020425539,0.013351399,0.118408718,-0.000815526,-0.007865368,0.000690014
12_360_-3,12,360,-3,2,-0.021734438,0.011303499,0.126561022,-0.000919144,-0.008608188,0.00052037
12_360_-1,12,360,-1,2,-0.023509681,0.008863584,0.136397087,-0.001052658,-0.009400075,0.000312173
12_360_-5,12,360,-5,3,-0.042612906,0.026981276,0.21451698,-0.001769223,-0.012972953,0.001234929
12_360_-3,12,360,-3,3,-0.044895695,0.022794087,0.226496249,-0.001961524,-0.013773475,0.000904543
12_360_-1,12,360,-1,3,-0.048025019,0.017865232,0.245114947,-0.00221004,-0.015052435,0.000600969
10_360_-5,10,360,-5,1,-0.005304701,0.002147838,0.038540879,-0.000283694,-0.002730579,3.20E-05
10_360_-3,10,360,-3,1,-0.006179957,0.002030456,0.045557563,-0.000317599,-0.00331211,3.02E-05
10_360_-1,10,360,-1,1,-0.003155176,-0.00037762,0.027496639,-0.000375168,-0.002525586,-0.000199907
10_360_-5,10,360,-5,2,-0.016470934,0.013204982,0.117748101,-0.000755395,-0.007763346,0.000719145
10_360_-3,10,360,-3,2,-0.017632448,0.011109876,0.12648797,-0.000858288,-0.008526472,0.000566156
10_360_-1,10,360,-1,2,-0.018820741,0.008945553,0.134641725,-0.000971701,-0.009290703,0.000353609
10_360_-5,10,360,-5,3,-0.035098246,0.026312169,0.214728774,-0.00172018,-0.013035588,0.001323011
10_360_-3,10,360,-3,3,-0.036961458,0.02197545,0.225330642,-0.001869387,-0.01378989,0.001013579
10_360_-1,10,360,-1,3,-0.038527408,0.017004019,0.236383105,-0.002085938,-0.014609104,0.000646254
8_360_-5,8,360,-5,1,-0.003713182,0.001980604,0.036130296,-0.00023754,-0.002544904,2.69E-05
8_360_-3,8,360,-3,1,-0.004188141,0.001786665,0.042206918,-0.000260885,-0.003069069,2.29E-05
8_360_-1,8,360,-1,1,-0.003021311,5.92E-05,0.033528997,-0.000310986,-0.002808987,-0.0001345
8_360_-5,8,360,-5,2,-0.012676544,0.013128924,0.116610919,-0.000691669,-0.007674204,0.000732781
8_360_-3,8,360,-3,2,-0.013447104,0.01113758,0.125356322,-0.000789397,-0.00841538,0.000599114
8_360_-1,8,360,-1,2,-0.014301064,0.008688789,0.133203966,-0.00089198,-0.009124051,0.000401531
8_360_-5,8,360,-5,3,-0.028080077,0.025673222,0.21361507,-0.001676799,-0.012980616,0.001367723
8_360_-3,8,360,-3,3,-0.029581712,0.021445716,0.225048057,-0.001814545,-0.013821546,0.001100305
8_360_-1,8,360,-1,3,-0.030770996,0.016564115,0.233435122,-0.001985695,-0.014501144,0.000731417
6_360_-5,6,360,-5,1,-0.002379597,0.001940942,0.034254549,-0.000190772,-0.002396149,2.71E-05
6_360_-3,6,360,-3,1,-0.002608368,0.001816776,0.039550005,-0.000209108,-0.002882585,2.88E-05
6_360_-1,6,360,-1,1,-0.002184385,0.00051462,0.036248357,-0.000247596,-0.002905473,-8.19E-05
6_360_-5,6,360,-5,2,-0.009031743,0.012881929,0.115168716,-0.000623315,-0.007577176,0.000743547
6_360_-3,6,360,-3,2,-0.00957186,0.011077335,0.124037508,-0.000720985,-0.008315118,0.000620446
6_360_-1,6,360,-1,2,-0.010334552,0.008673967,0.133115217,-0.000834428,-0.009103416,0.000449672
6_360_-5,6,360,-5,3,-0.021018492,0.025243409,0.211659914,-0.001616403,-0.012985067,0.001401559
6_360_-3,6,360,-3,3,-0.02228828,0.020858066,0.222757455,-0.001756542,-0.013778795,0.001156834
6_360_-1,6,360,-1,3,-0.023747451,0.01630441,0.234649127,-0.001932363,-0.014691009,0.000850657
4_360_-5,4,360,-5,1,-0.001161103,0.00185844,0.032373601,-0.000136492,-0.002241069,2.06E-05
4_360_-5,4,360,-5,2,-0.005646873,0.012469804,0.113344354,-0.000545469,-0.007445932,0.00075107
4_360_-5,4,360,-5,3,-0.014668091,0.02535332,0.211712924,-0.001521246,-0.013075895,0.001455682
4_360_-3,4,360,-3,1,-0.001155229,0.001762269,0.037315363,-0.000151542,-0.002704928,2.83E-05
4_360_-3,4,360,-3,2,-0.005848617,0.0111257,0.121992515,-0.000629641,-0.008207999,0.000634438
4_360_-3,4,360,-3,3,-0.01525281,0.020631771,0.220811821,-0.001671143,-0.013770031,0.00119582
4_360_-1,4,360,-1,1,-0.001251341,0.001102838,0.040037331,-0.000181708,-0.003057365,-2.27E-05
4_360_-1,4,360,-1,2,-0.006236984,0.008832648,0.131364173,-0.000750135,-0.008977324,0.000484687
4_360_-1,4,360,-1,3,-0.016204564,0.016003988,0.230611224,-0.001830674,-0.014506248,0.000920138
12_330_-5,12,330,-5,1,-0.006252886,0.00224375,0.036867782,-0.000294939,-0.002622686,5.55E-05
12_330_-3,12,330,-3,1,-0.004777763,0.000582152,0.031092153,-0.000329367,-0.002437134,-7.69E-05
12_330_-1,12,330,-1,1,-0.004300552,-0.000190893,0.029145802,-0.000382831,-0.002537281,-0.000167592
12_330_-5,12,330,-5,2,-0.020081687,0.01330545,0.113741089,-0.000816069,-0.007457331,0.000683415
12_330_-3,12,330,-3,2,-0.021139928,0.011192891,0.120789015,-0.000908051,-0.008089679,0.000523491
12_330_-1,12,330,-1,2,-0.022681568,0.008726584,0.128101116,-0.001024767,-0.008682235,0.000308544
12_330_-5,12,330,-5,3,-0.044667746,0.027676212,0.214845409,-0.00183354,-0.012421104,0.001168839
12_330_-3,12,330,-3,3,-0.046515353,0.023409885,0.227222013,-0.001983619,-0.013256152,0.000880115
12_330_-1,12,330,-1,3,-0.047788123,0.018017547,0.237033545,-0.002126885,-0.013934646,0.00051013
10_330_-5,10,330,-5,1,-0.004744682,0.002170343,0.035228579,-0.000253352,-0.002489449,6.04E-05
10_330_-3,10,330,-3,1,-0.004346846,0.001162294,0.034325348,-0.000284593,-0.002583271,-1.42E-05
10_330_-1,10,330,-1,1,-0.003821442,7.03E-05,0.031710718,-0.000332676,-0.002657343,-0.000121478
10_330_-5,10,330,-5,2,-0.016236864,0.013175444,0.112991542,-0.000762843,-0.00737408,0.000709388
10_330_-3,10,330,-3,2,-0.017235082,0.011106445,0.120722013,-0.000854122,-0.008032287,0.000563853
10_330_-1,10,330,-1,2,-0.01822957,0.008839334,0.12733655,-0.000951963,-0.00864822,0.00036184
10_330_-5,10,330,-5,3,-0.035651284,0.026024997,0.205647631,-0.001703272,-0.012032328,0.001172203
10_330_-3,10,330,-3,3,-0.038959977,0.022209629,0.225486496,-0.001950361,-0.013224992,0.000949719
10_330_-1,10,330,-1,3,-0.040000321,0.017303955,0.235509729,-0.002086649,-0.013961347,0.00061369
8_330_-5,8,330,-5,1,-0.003416862,0.002150359,0.033854761,-0.000212982,-0.002375204,6.54E-05
8_330_-3,8,330,-3,1,-0.003674525,0.00176623,0.037887573,-0.00023714,-0.002754908,4.43E-05
8_330_-1,8,330,-1,1,-0.002768907,0.000259675,0.031220909,-0.000287861,-0.002614821,-9.60E-05
8_330_-5,8,330,-5,2,-0.012568036,0.013136314,0.111884841,-0.000704615,-0.007306183,0.00072268
8_330_-3,8,330,-3,2,-0.01325589,0.011122702,0.119875537,-0.000791096,-0.007945068,0.000597031
8_330_-1,8,330,-1,2,-0.013963754,0.008862281,0.126193559,-0.000885721,-0.008541887,0.000401318
8_330_-5,8,330,-5,3,-0.029041605,0.025226348,0.206522267,-0.001659559,-0.012070695,0.001256572
8_330_-3,8,330,-3,3,-0.03052093,0.020962692,0.218550471,-0.001851275,-0.012936106,0.000997744
8_330_-1,8,330,-1,3,-0.032165086,0.016100742,0.230901314,-0.00200792,-0.013790337,0.000687425
6_330_-5,6,330,-5,1,-0.002217106,0.002167781,0.032550926,-0.000172058,-0.002269303,6.91E-05
6_330_-3,6,330,-3,1,-0.002385629,0.001970848,0.037062116,-0.000192403,-0.002691476,6.30E-05
6_330_-1,6,330,-1,1,-0.002060533,0.000765054,0.034536645,-0.000229966,-0.002741522,-4.00E-05
6_330_-5,6,330,-5,2,-0.009098969,0.012905836,0.110679834,-0.000642299,-0.007228112,0.000735332
6_330_-3,6,330,-3,2,-0.009594874,0.011206548,0.118651593,-0.000731477,-0.007880553,0.000616612
6_330_-1,6,330,-1,2,-0.010111404,0.009008091,0.126607496,-0.000814987,-0.008556636,0.000458373
6_330_-5,6,330,-5,3,-0.022129233,0.024484199,0.203504285,-0.00161252,-0.01207073,0.001295521
6_330_-3,6,330,-3,3,-0.02370284,0.020320379,0.216786879,-0.001768654,-0.012895439,0.001063475
6_330_-1,6,330,-1,3,-0.02468197,0.01564345,0.22777139,-0.001936272,-0.013719019,0.000770962
4_330_-5,4,330,-5,1,-0.001091216,0.002112652,0.031096422,-0.000126295,-0.002148211,6.42E-05
4_330_-5,4,330,-5,2,-0.00589201,0.012724941,0.10983144,-0.000578321,-0.007168342,0.000747774
4_330_-5,4,330,-5,3,-0.015604425,0.023551836,0.201796013,-0.001548775,-0.012089049,0.001343815
4_330_-3,4,330,-3,1,-0.001061304,0.001955174,0.035396812,-0.000142942,-0.002556505,6.44E-05
4_330_-3,4,330,-3,2,-0.006038097,0.011087636,0.116975531,-0.000652675,-0.007787206,0.000628007
4_330_-3,4,330,-3,3,-0.016590265,0.019507341,0.211993969,-0.001694608,-0.012768476,0.001094441
4_330_-1,4,330,-1,1,-0.001115149,0.001211204,0.036827101,-0.000170691,-0.002820853,3.95E-06
4_330_-1,4,330,-1,2,-0.006297385,0.009176639,0.12517306,-0.000754336,-0.00847915,0.000488723
4_330_-1,4,330,-1,3,-0.017363392,0.015039907,0.222506168,-0.001841866,-0.013478642,0.000834817
12_300_-5,12,300,-5,1,-0.005677165,0.002353601,0.033953436,-0.000263852,-0.00240099,8.88E-05
12_300_-3,12,300,-3,1,-0.006283567,0.00195381,0.038150683,-0.000295227,-0.00278882,6.14E-05
12_300_-1,12,300,-1,1,-0.007002632,0.001240745,0.042995747,-0.000330371,-0.003225139,-2.60E-06
12_300_-5,12,300,-5,2,-0.019493555,0.013028102,0.107884415,-0.00081191,-0.006974159,0.000661034
12_300_-3,12,300,-3,2,-0.020415947,0.010846611,0.113234651,-0.000900086,-0.007454618,0.000494358
12_300_-1,12,300,-1,2,-0.021876739,0.008392027,0.119669245,-0.00099369,-0.007923321,0.000296844
12_300_-5,12,300,-5,3,-0.044339076,0.027140017,0.206878586,-0.001782306,-0.011312796,0.001032832
12_300_-3,12,300,-3,3,-0.04555849,0.022080857,0.214486858,-0.001900592,-0.011809722,0.000706845
12_300_-1,12,300,-1,3,-0.046372324,0.016263089,0.22084709,-0.002031432,-0.012226514,0.000328808
10_300_-5,10,300,-5,1,-0.004391516,0.002353622,0.032981478,-0.000227452,-0.002314448,9.77E-05
10_300_-3,10,300,-3,1,-0.004865936,0.002038948,0.037210785,-0.000260283,-0.002707401,7.62E-05
10_300_-1,10,300,-1,1,-0.005556705,0.001302357,0.042222945,-0.000288048,-0.003161544,1.18E-05
10_300_-5,10,300,-5,2,-0.015915185,0.01295592,0.107613938,-0.000766527,-0.006927247,0.00068915
10_300_-3,10,300,-3,2,-0.016646684,0.010906962,0.113622066,-0.000854466,-0.007468682,0.000541696
10_300_-1,10,300,-1,2,-0.017672192,0.008408149,0.119139418,-0.000941129,-0.007924507,0.000349802
10_300_-5,10,300,-5,3,-0.037644921,0.026457262,0.206562583,-0.001757961,-0.011381062,0.001099899
10_300_-3,10,300,-3,3,-0.038850395,0.021671808,0.216160494,-0.001885301,-0.012017286,0.000822187
10_300_-1,10,300,-1,3,-0.039494656,0.01604999,0.223070762,-0.002004326,-0.012458763,0.000457997
8_300_-5,8,300,-5,1,-0.003190322,0.002366411,0.032014761,-0.000192026,-0.002231893,0.000103532
8_300_-3,8,300,-3,1,-0.003491253,0.002029787,0.036160157,-0.000218548,-0.00261637,8.33E-05
8_300_-1,8,300,-1,1,-0.003957614,0.001373688,0.040720856,-0.000247947,-0.003044819,2.34E-05
8_300_-5,8,300,-5,2,-0.012481015,0.012952701,0.106899189,-0.000717877,-0.006883117,0.000704315
8_300_-3,8,300,-3,2,-0.012967644,0.011032391,0.113396659,-0.000795798,-0.007429253,0.000580039
8_300_-1,8,300,-1,2,-0.013658397,0.008468604,0.11892911,-0.000887748,-0.007905838,0.000400834
8_300_-5,8,300,-5,3,-0.030279032,0.025167307,0.202186367,-0.001706501,-0.011331661,0.001147642
8_300_-3,8,300,-3,3,-0.031733859,0.02085617,0.214520159,-0.001852384,-0.012054588,0.000897864
8_300_-1,8,300,-1,3,-0.032370746,0.015430797,0.221790267,-0.001968163,-0.012568453,0.000568194
6_300_-5,6,300,-5,1,-0.002073319,0.00238743,0.031009884,-0.000157063,-0.002151429,0.000107781
6_300_-3,6,300,-3,1,-0.002239551,0.002102558,0.035045586,-0.000178137,-0.002533274,9.12E-05
6_300_-1,6,300,-1,1,-0.002592144,0.001517101,0.039579303,-0.000208085,-0.002959918,3.91E-05
6_300_-5,6,300,-5,2,-0.009186867,0.012746276,0.105970726,-0.000663018,-0.006829994,0.000718005
6_300_-3,6,300,-3,2,-0.009534964,0.011030505,0.11258955,-0.000739918,-0.007382445,0.000601279
6_300_-1,6,300,-1,2,-0.010007797,0.008788211,0.118757403,-0.000823159,-0.007927288,0.000445379
6_300_-5,6,300,-5,3,-0.023641998,0.024433973,0.199131983,-0.001642,-0.011231903,0.00118232
6_300_-3,6,300,-3,3,-0.024623277,0.01999529,0.210095545,-0.001781834,-0.011940417,0.000952668
6_300_-1,6,300,-1,3,-0.025272579,0.014873641,0.219206275,-0.001914624,-0.012541373,0.000652558
4_300_-5,4,300,-5,1,-0.001031919,0.002339596,0.029887784,-0.000118945,-0.002058797,0.000102565
4_300_-5,4,300,-5,2,-0.006137278,0.012607421,0.105454338,-0.000605714,-0.006796272,0.000731947
4_300_-5,4,300,-5,3,-0.017418981,0.02356266,0.197166827,-0.001590981,-0.011304803,0.001241284
4_300_-3,4,300,-3,1,-0.001040649,0.002114207,0.033791888,-0.000136648,-0.002431886,9.28E-05
4_300_-3,4,300,-3,2,-0.00620953,0.010867663,0.111687665,-0.000672994,-0.007323972,0.000616051
4_300_-3,4,300,-3,3,-0.018034092,0.019153726,0.206537091,-0.0017169,-0.011863962,0.000993409
4_300_-1,4,300,-1,1,-0.001294003,0.001606124,0.038280374,-0.000158871,-0.002857332,4.94E-05
4_300_-1,4,300,-1,2,-0.006383314,0.008943704,0.118016319,-0.000756468,-0.007880259,0.000479113
4_300_-1,4,300,-1,3,-0.018391002,0.014161636,0.215168234,-0.001839892,-0.012405905,0.000727005
12_270_-5,12,270,-5,1,-0.005280154,0.00254339,0.03184044,-0.000238279,-0.002232783,0.000123513
12_270_-3,12,270,-3,1,-0.005837114,0.002071155,0.035520074,-0.000267428,-0.002577583,8.72E-05
12_270_-1,12,270,-1,1,-0.006485066,0.001311835,0.039516341,-0.000297567,-0.002948889,1.88E-05
12_270_-5,12,270,-5,2,-0.019040879,0.012333923,0.101250758,-0.000803148,-0.006386362,0.000614578
12_270_-3,12,270,-3,2,-0.020019936,0.010309595,0.105879356,-0.000872771,-0.006745245,0.000451424
12_270_-1,12,270,-1,2,-0.02125352,0.007970513,0.11167921,-0.000965881,-0.007154671,0.000268277
12_270_-5,12,270,-5,3,-0.041247555,0.024391021,0.185954681,-0.001694229,-0.009621069,0.000722422
12_270_-3,12,270,-3,3,-0.042240124,0.018741454,0.192019049,-0.001819038,-0.010014639,0.000459623
12_270_-1,12,270,-1,3,-0.043223726,0.013002005,0.197440394,-0.001942307,-0.010401442,0.000158182
10_270_-5,10,270,-5,1,-0.00411251,0.002540783,0.031145164,-0.000206834,-0.002168075,0.000131294
10_270_-3,10,270,-3,1,-0.00458113,0.002079491,0.034959103,-0.000235343,-0.002526643,9.41E-05
10_270_-1,10,270,-1,1,-0.005170491,0.001358001,0.038937912,-0.00026044,-0.002897612,3.00E-05
10_270_-5,10,270,-5,2,-0.015525326,0.01226822,0.10105323,-0.000773393,-0.006381459,0.000643636
10_270_-3,10,270,-3,2,-0.016303614,0.010089795,0.105814254,-0.000850662,-0.006774039,0.000493876
10_270_-1,10,270,-1,2,-0.017327826,0.007866757,0.110819803,-0.000921668,-0.007150252,0.000316786
10_270_-5,10,270,-5,3,-0.035502901,0.023559564,0.186928936,-0.001684832,-0.009644941,0.00079328
10_270_-3,10,270,-3,3,-0.036459979,0.018511761,0.193598476,-0.001801403,-0.010072517,0.000538257
10_270_-1,10,270,-1,3,-0.037361384,0.012767196,0.199468746,-0.001922035,-0.010476245,0.000250282
8_270_-5,8,270,-5,1,-0.00299938,0.002539537,0.030412017,-0.000176316,-0.002106523,0.000134961
8_270_-3,8,270,-3,1,-0.003369512,0.002126389,0.034216051,-0.000199986,-0.002462795,0.000103965
8_270_-1,8,270,-1,1,-0.003771248,0.00145657,0.038111465,-0.000226376,-0.002827398,4.37E-05
8_270_-5,8,270,-5,2,-0.012327478,0.012316255,0.101011352,-0.000729406,-0.006369767,0.000667807
8_270_-3,8,270,-3,2,-0.012724357,0.01008056,0.105591943,-0.000809889,-0.006766429,0.000533929
8_270_-1,8,270,-1,2,-0.013594459,0.007674888,0.110353632,-0.000886431,-0.007137122,0.000364199
8_270_-5,8,270,-5,3,-0.029961457,0.023786832,0.190090395,-0.001654834,-0.009896074,0.00091967
8_270_-3,8,270,-3,3,-0.030702816,0.018300075,0.196488137,-0.001779711,-0.010265744,0.000659482
8_270_-1,8,270,-1,3,-0.031405768,0.012733927,0.202297552,-0.001885797,-0.01069388,0.000374946
6_270_-5,6,270,-5,1,-0.001954325,0.002535019,0.029646855,-0.000146858,-0.00204566,0.000136626
6_270_-3,6,270,-3,1,-0.002244525,0.002137891,0.033405554,-0.00016355,-0.002404813,0.000106058
6_270_-1,6,270,-1,1,-0.002548332,0.001574146,0.037320267,-0.000193437,-0.002770494,5.59E-05
6_270_-5,6,270,-5,2,-0.009240773,0.012270463,0.100537238,-0.00068551,-0.006355428,0.000684216
6_270_-3,6,270,-3,2,-0.009520145,0.010210638,0.105515351,-0.000754161,-0.006769132,0.000565425
6_270_-1,6,270,-1,2,-0.010078715,0.00776658,0.110150612,-0.000838878,-0.007173998,0.000411573
6_270_-5,6,270,-5,3,-0.023993852,0.023138065,0.190809929,-0.001634296,-0.010083733,0.001025852
6_270_-3,6,270,-3,3,-0.024575947,0.018255015,0.196661997,-0.001725983,-0.010455968,0.000766717
