#Case,Cone_Angle,Omega_RPM,Pitch_Angle,Vz_ms,Avg_Fpx,Avg_Fpy,Avg_Fpz,Avg_Mpx,Avg_Mpy,Avg_Mpz
0_435_-5,0,435,-5,3.25,-0.002349846,0.033220625,0.259143652,-0.001416464,-0.016604747,0.002036864
0_435_-4,0,435,-4,3.25,-0.002517249,0.031394409,0.269487767,-0.001555713,-0.017425761,0.001923224
0_435_-3,0,435,-3,3.25,-0.002464716,0.028753356,0.277067154,-0.001551183,-0.017982431,0.001742635
0_435_-2,0,435,-2,3.25,-0.003031523,0.025194531,0.283193671,-0.001619005,-0.01864622,0.001534535
0_435_-1,0,435,-1,3.25,-0.003174165,0.022719314,0.293523532,-0.001808864,-0.019546618,0.001376732
0_435_0,0,435,0,3.25,-0.003387238,0.020207931,0.295402955,-0.001791666,-0.019767609,0.001188207
1_435_-5,1,435,-5,3.25,-0.005809035,0.033274905,0.261828518,-0.001488967,-0.016685782,0.001996267
1_435_-4,1,435,-4,3.25,-0.006081199,0.031461056,0.272015753,-0.001610768,-0.017503896,0.001882611
1_435_-3,1,435,-3,3.25,-0.006206871,0.027908057,0.276447995,-0.001598178,-0.017876762,0.001667181
1_435_-2,1,435,-2,3.25,-0.0061296,0.024527865,0.281617768,-0.001666898,-0.018365928,0.00147209
1_435_-1,1,435,-1,3.25,-0.005927835,0.022127128,0.288976593,-0.001784942,-0.019114675,0.001312493
1_435_0,1,435,0,3.25,-0.00677228,0.019614244,0.295850643,-0.001874201,-0.019762329,0.001136522
2_435_-5,2,435,-5,3.25,-0.009246135,0.032894582,0.263095843,-0.001564202,-0.016721328,0.001942859
2_435_-4,2,435,-4,3.25,-0.009484455,0.030545266,0.271656548,-0.001658071,-0.017397054,0.001798133
2_435_-3,2,435,-3,3.25,-0.009391273,0.027653675,0.277607703,-0.001689009,-0.017839794,0.001612967
2_435_-2,2,435,-2,3.25,-0.009058589,0.025005303,0.283394259,-0.001815715,-0.018393526,0.001461097
2_435_-1,2,435,-1,3.25,-0.00894637,0.021819592,0.286643405,-0.001841385,-0.018719964,0.001289555
2_435_0,2,435,0,3.25,-0.010024321,0.019057178,0.294731048,-0.001974625,-0.01954461,0.001105459
3_435_-5,3,435,-5,3.25,-0.012840307,0.032698071,0.264273188,-0.001634002,-0.016732742,0.001914464
3_435_-4,3,435,-4,3.25,-0.01307702,0.030260497,0.271816757,-0.001716384,-0.017360093,0.00176794
3_435_-3,3,435,-3,3.25,-0.013142312,0.02744585,0.277438555,-0.001787433,-0.017857924,0.001595206
3_435_-2,3,435,-2,3.25,-0.013122515,0.024733657,0.283122106,-0.001887127,-0.018363217,0.001432694
3_435_-1,3,435,-1,3.25,-0.012986054,0.021725252,0.288159788,-0.001967628,-0.018781806,0.001246494
3_435_0,3,435,0,3.25,-0.013903639,0.018493116,0.29433185,-0.002095403,-0.019382274,0.001030899
4_435_-5,4,435,-5,3.25,-0.016533277,0.032573917,0.265194002,-0.001707222,-0.016778387,0.001870718
4_435_-4,4,435,-4,3.25,-0.016602177,0.029946961,0.271342078,-0.001769111,-0.01726919,0.001715422
4_435_-3,4,435,-3,3.25,-0.016717703,0.027466509,0.277919795,-0.001869602,-0.017851543,0.001566338
4_435_-2,4,435,-2,3.25,-0.01690997,0.024529666,0.283747184,-0.001955039,-0.018345763,0.001392397
4_435_-1,4,435,-1,3.25,-0.017315911,0.021572938,0.289502688,-0.002075816,-0.018878785,0.001212656
4_435_0,4,435,0,3.25,-0.018002189,0.018240546,0.294494884,-0.002140444,-0.019318408,0.001003829
5_435_-5,5,435,-5,3.25,-0.02029321,0.032503799,0.265560815,-0.001781355,-0.016796265,0.00183865
5_435_-4,5,435,-4,3.25,-0.020437619,0.029896878,0.271557064,-0.001854112,-0.017278705,0.001690726
5_435_-3,5,435,-3,3.25,-0.020807992,0.027330806,0.27846269,-0.001969253,-0.017875638,0.001544408
5_435_-2,5,435,-2,3.25,-0.021109758,0.024226864,0.28350653,-0.002026284,-0.018324598,0.001361293
5_435_-1,5,435,-1,3.25,-0.021852545,0.021224862,0.289437864,-0.002170143,-0.018889164,0.001176224
5_435_0,5,435,0,3.25,-0.022965827,0.017936716,0.295476337,-0.002222156,-0.019377035,0.000946012
0_420_-5,0,420,-5,3.25,-0.002656026,0.032860827,0.255443644,-0.001449189,-0.0162634,0.002010761
0_420_-4,0,420,-4,3.25,-0.002833257,0.030907953,0.264944856,-0.001579459,-0.017021453,0.001893808
0_420_-3,0,420,-3,3.25,-0.002840122,0.028190499,0.272120198,-0.001578335,-0.017541334,0.001714721
0_420_-2,0,420,-2,3.25,-0.00344985,0.024354233,0.277354649,-0.001647755,-0.018130128,0.001500642
0_420_-1,0,420,-1,3.25,-0.003616147,0.02188177,0.287266424,-0.001826307,-0.018970794,0.001341584
0_420_0,0,420,0,3.25,-0.003854859,0.019310446,0.288792317,-0.001811054,-0.019163404,0.001156514
1_420_-5,1,420,-5,3.25,-0.006105412,0.032883483,0.25783322,-0.001517381,-0.016325362,0.001969066
1_420_-4,1,420,-4,3.25,-0.006401486,0.030801904,0.267098337,-0.001633175,-0.01707249,0.001848188
1_420_-3,1,420,-3,3.25,-0.006574198,0.027129802,0.270956069,-0.001625018,-0.017403395,0.001632781
1_420_-2,1,420,-2,3.25,-0.006525174,0.023700545,0.275684897,-0.001695386,-0.017847801,0.001437553
1_420_-1,1,420,-1,3.25,-0.006380715,0.021138716,0.282180391,-0.001814065,-0.018519415,0.001273345
1_420_0,1,420,0,3.25,-0.00720751,0.018754692,0.28912273,-0.001893807,-0.019148875,0.001103302
2_420_-5,2,420,-5,3.25,-0.009517934,0.032381365,0.258795827,-0.001591501,-0.016341746,0.001912061
2_420_-4,2,420,-4,3.25,-0.009750721,0.029913011,0.266545532,-0.001681711,-0.016961061,0.001763799
2_420_-3,2,420,-3,3.25,-0.009703803,0.026925838,0.271933206,-0.001711702,-0.017359096,0.001577681
2_420_-2,2,420,-2,3.25,-0.009436969,0.024073347,0.27713197,-0.001839829,-0.017857346,0.001420958
2_420_-1,2,420,-1,3.25,-0.009394532,0.020881987,0.280206312,-0.001865684,-0.018143277,0.001249883
2_420_0,2,420,0,3.25,-0.010391686,0.018139428,0.287979038,-0.001988878,-0.018913687,0.001069239
3_420_-5,3,420,-5,3.25,-0.013058329,0.032121538,0.259645272,-0.001660008,-0.016335981,0.001879236
3_420_-4,3,420,-4,3.25,-0.013302378,0.029509415,0.266397738,-0.001739469,-0.016902946,0.00172731
3_420_-3,3,420,-3,3.25,-0.01344225,0.026548318,0.271462305,-0.001811436,-0.017345437,0.001553535
3_420_-2,3,420,-2,3.25,-0.013481999,0.023751799,0.276783814,-0.001912331,-0.01780947,0.001390059
3_420_-1,3,420,-1,3.25,-0.013352868,0.020772001,0.281710051,-0.001986628,-0.018195447,0.001207889
3_420_0,3,420,0,3.25,-0.014270419,0.017624545,0.287309401,-0.002104301,-0.018746817,0.000999305
4_420_-5,4,420,-5,3.25,-0.01669085,0.031893712,0.260177471,-0.0017304,-0.016355827,0.001829046
4_420_-4,4,420,-4,3.25,-0.016786944,0.029118535,0.265760335,-0.001792605,-0.016794383,0.001672812
4_420_-3,4,420,-3,3.25,-0.01695741,0.026543221,0.271866592,-0.001895962,-0.017330907,0.001522492
4_420_-2,4,420,-2,3.25,-0.017190066,0.023557165,0.277373344,-0.00198028,-0.017787583,0.001349792
4_420_-1,4,420,-1,3.25,-0.017653466,0.020625033,0.282569505,-0.002098885,-0.018273143,0.001173903
4_420_0,4,420,0,3.25,-0.018464718,0.017337771,0.287571737,-0.002165476,-0.018656552,0.000968834
5_420_-5,5,420,-5,3.25,-0.020415794,0.031708311,0.260398613,-0.001803219,-0.016351562,0.001794624
5_420_-4,5,420,-4,3.25,-0.020590235,0.028955655,0.265695232,-0.001878396,-0.016775896,0.00164217
5_420_-3,5,420,-3,3.25,-0.021016306,0.026348081,0.272289672,-0.001993989,-0.017334477,0.001496678
5_420_-2,5,420,-2,3.25,-0.021359255,0.023240984,0.276978766,-0.002054218,-0.017745718,0.001315909
5_420_-1,5,420,-1,3.25,-0.022254334,0.020316404,0.283135728,-0.002198376,-0.01827955,0.00113443
5_420_0,5,420,0,3.25,-0.023435237,0.01712559,0.289120795,-0.002264385,-0.018754293,0.000906528
0_405_-5,0,405,-5,3.25,-0.002973647,0.032333168,0.251347056,-0.001480588,-0.015892158,0.001978673
0_405_-4,0,405,-4,3.25,-0.003156091,0.030250344,0.260045408,-0.001603766,-0.016589738,0.001858374
0_405_-3,0,405,-3,3.25,-0.003222968,0.027414202,0.266799548,-0.001607411,-0.017070835,0.001679264
0_405_-2,0,405,-2,3.25,-0.003835451,0.023425888,0.271447693,-0.001683333,-0.017593678,0.001461132
0_405_-1,0,405,-1,3.25,-0.004017281,0.020972529,0.280950611,-0.001848044,-0.018357588,0.001298498
0_405_0,0,405,0,3.25,-0.004308599,0.018329347,0.282209195,-0.001834757,-0.018528376,0.001116296
1_405_-5,1,405,-5,3.25,-0.006399087,0.032320397,0.253368523,-0.001544219,-0.015939188,0.001934176
1_405_-4,1,405,-4,3.25,-0.006718885,0.02992726,0.261751548,-0.001659579,-0.016611541,0.001804337
1_405_-3,1,405,-3,3.25,-0.006910694,0.026226164,0.265369506,-0.001660389,-0.016910702,0.001592092
1_405_-2,1,405,-2,3.25,-0.006922835,0.022809774,0.269665057,-0.001728527,-0.017307411,0.001395524
1_405_-1,1,405,-1,3.25,-0.00682095,0.020196171,0.275746033,-0.00184448,-0.017919024,0.00123
1_405_0,1,405,0,3.25,-0.00762138,0.017817291,0.282578769,-0.001918643,-0.018511332,0.001064134
2_405_-5,2,405,-5,3.25,-0.009787385,0.03166573,0.253987471,-0.001621534,-0.015928051,0.001872527
2_405_-4,2,405,-4,3.25,-0.010030872,0.029064622,0.261009975,-0.001709432,-0.01649112,0.001721376
2_405_-3,2,405,-3,3.25,-0.010043499,0.02600095,0.26599833,-0.00174371,-0.016851548,0.001534745
2_405_-2,2,405,-2,3.25,-0.009850981,0.023037393,0.270658407,-0.00187084,-0.017292334,0.001372307
2_405_-1,2,405,-1,3.25,-0.009844663,0.019944915,0.273779243,-0.001889217,-0.017554546,0.00120602
2_405_0,2,405,0,3.25,-0.010781488,0.017219951,0.281253706,-0.002001992,-0.018276439,0.00102971
3_405_-5,3,405,-5,3.25,-0.013283912,0.031300319,0.25450118,-0.001688859,-0.015899887,0.001833714
3_405_-4,3,405,-4,3.25,-0.013568816,0.028518187,0.260584691,-0.001770779,-0.016407519,0.001675521
3_405_-3,3,405,-3,3.25,-0.013794207,0.025548077,0.265393129,-0.001843184,-0.016813753,0.001504804
3_405_-2,3,405,-2,3.25,-0.013895843,0.022761876,0.270501962,-0.00194303,-0.01723975,0.001342586
3_405_-1,3,405,-1,3.25,-0.013751256,0.019800198,0.274857433,-0.002007884,-0.017581908,0.001166403
3_405_0,3,405,0,3.25,-0.014801179,0.016772139,0.280569461,-0.00214151,-0.018103096,0.000966409
4_405_-5,4,405,-5,3.25,-0.016887247,0.030949116,0.254586847,-0.001758265,-0.015884206,0.001776135
4_405_-4,4,405,-4,3.25,-0.017039006,0.028060122,0.259750625,-0.00182475,-0.016275809,0.001617461
4_405_-3,4,405,-3,3.25,-0.017291865,0.025464291,0.265693182,-0.001930501,-0.016781064,0.001469355
4_405_-2,4,405,-2,3.25,-0.017682599,0.022446153,0.270513821,-0.002016301,-0.017179509,0.001295467
4_405_-1,4,405,-1,3.25,-0.018251663,0.019674961,0.276152062,-0.002136547,-0.017643381,0.001130577
4_405_0,4,405,0,3.25,-0.018992914,0.016515316,0.281487813,-0.002200309,-0.018014798,0.00093105
5_405_-5,5,405,-5,3.25,-0.020607815,0.030678609,0.25470902,-0.00183222,-0.015856375,0.001737324
5_405_-4,5,405,-4,3.25,-0.020857836,0.027849678,0.259616793,-0.001909446,-0.016233328,0.001583993
5_405_-3,5,405,-3,3.25,-0.0213919,0.025262319,0.266121502,-0.002023697,-0.016760871,0.001441912
5_405_-2,5,405,-2,3.25,-0.021773489,0.022277026,0.270913051,-0.002079781,-0.017156256,0.001268825
5_405_-1,5,405,-1,3.25,-0.022798907,0.019590512,0.277993517,-0.002213124,-0.017720235,0.001095838
5_405_0,5,405,0,3.25,-0.023836461,0.016541824,0.283916116,-0.002281325,-0.018184885,0.000877055
0_390_-5,0,390,-5,3.25,-0.003325183,0.031569185,0.246553915,-0.001513666,-0.015475925,0.001936
0_390_-4,0,390,-4,3.25,-0.003509733,0.029345524,0.254583303,-0.001635316,-0.016120097,0.001811112
0_390_-3,0,390,-3,3.25,-0.003612883,0.026406447,0.26097767,-0.001646749,-0.016563974,0.001632776
0_390_-2,0,390,-2,3.25,-0.00421131,0.022406579,0.265196602,-0.001719626,-0.017011208,0.001411227
0_390_-1,0,390,-1,3.25,-0.004377143,0.02002137,0.274541471,-0.001868212,-0.017713624,0.001249611
0_390_0,0,390,0,3.25,-0.0047265,0.017319378,0.27550736,-0.001854933,-0.017862902,0.001068616
1_390_-5,1,390,-5,3.25,-0.006731738,0.031434755,0.24824383,-0.00157763,-0.015501937,0.001885256
1_390_-4,1,390,-4,3.25,-0.007062897,0.02881459,0.255921133,-0.001696312,-0.016107086,0.001747338
1_390_-3,1,390,-3,3.25,-0.007230003,0.025206479,0.259516399,-0.001702303,-0.016380399,0.001541672
1_390_-2,1,390,-2,3.25,-0.007300542,0.021883587,0.263645083,-0.001762044,-0.016741904,0.001346483
1_390_-1,1,390,-1,3.25,-0.007274645,0.019212158,0.269041099,-0.001867232,-0.01727404,0.001179862
1_390_0,1,390,0,3.25,-0.008026859,0.016878779,0.275772771,-0.001935351,-0.017841788,0.001021358
2_390_-5,2,390,-5,3.25,-0.010106385,0.030679534,0.248535567,-0.001655258,-0.015460212,0.001819097
2_390_-4,2,390,-4,3.25,-0.010373902,0.02796905,0.254959192,-0.001745056,-0.015965816,0.001664981
2_390_-3,2,390,-3,3.25,-0.010427724,0.024915468,0.259735386,-0.001783215,-0.016300644,0.001480537
2_390_-2,2,390,-2,3.25,-0.010318259,0.021953208,0.263926826,-0.00190025,-0.016684424,0.001316581
2_390_-1,2,390,-1,3.25,-0.010383798,0.018956225,0.266950413,-0.001909241,-0.016915422,0.001155616
2_390_0,2,390,0,3.25,-0.011288206,0.016240854,0.274024912,-0.002011479,-0.017589673,0.000984632
3_390_-5,3,390,-5,3.25,-0.013569539,0.030200523,0.248713766,-0.001722612,-0.015402683,0.001773537
3_390_-4,3,390,-4,3.25,-0.013922316,0.027340919,0.254373585,-0.001806714,-0.015855707,0.001611193
3_390_-3,3,390,-3,3.25,-0.014286303,0.024435897,0.259111082,-0.001881304,-0.016232998,0.00144531
3_390_-2,3,390,-2,3.25,-0.014461455,0.021662363,0.263948365,-0.001982435,-0.016607959,0.001284887
3_390_-1,3,390,-1,3.25,-0.014362047,0.018756697,0.267837579,-0.002045322,-0.016905177,0.001116554
3_390_0,3,390,0,3.25,-0.015421249,0.015920194,0.274741119,-0.00215581,-0.017466553,0.000929951
4_390_-5,4,390,-5,3.25,-0.017173164,0.029804295,0.248602426,-0.001788364,-0.015356597,0.001711903
4_390_-4,4,390,-4,3.25,-0.017436899,0.026860337,0.253562776,-0.001860495,-0.015710397,0.001553376
4_390_-3,4,390,-3,3.25,-0.017874144,0.024293708,0.259342175,-0.001963772,-0.016176429,0.001408567
4_390_-2,4,390,-2,3.25,-0.018355942,0.021449388,0.264572809,-0.002043151,-0.016563383,0.001242434
4_390_-1,4,390,-1,3.25,-0.018970822,0.018876303,0.270791113,-0.002152349,-0.017036508,0.001086808
4_390_0,4,390,0,3.25,-0.019493589,0.01579298,0.276138835,-0.002209985,-0.017403143,0.000895639
5_390_-5,5,390,-5,3.25,-0.020936169,0.029560914,0.248806133,-0.001858339,-0.015318651,0.001672194
5_390_-4,5,390,-4,3.25,-0.021284367,0.026777188,0.253549626,-0.001930365,-0.015664988,0.001522279
5_390_-3,5,390,-3,3.25,-0.021970098,0.024313263,0.260602049,-0.002041111,-0.016189584,0.001387477
5_390_-2,5,390,-2,3.25,-0.022417674,0.021538748,0.2660226,-0.002091669,-0.016612315,0.001226701
5_390_-1,5,390,-1,3.25,-0.023460059,0.019062514,0.273667746,-0.00221623,-0.01719303,0.00105935
5_390_0,5,390,0,3.25,-0.024287597,0.015967633,0.279014149,-0.00228481,-0.017613518,0.000844451
0_360_-5,0,360,-5,3.25,-0.004211552,0.029344035,0.234675373,-0.00156954,-0.014428841,0.001804711
0_360_-4,0,360,-4,3.25,-0.004332489,0.027015144,0.241895688,-0.001686885,-0.014982656,0.001675276
0_360_-3,0,360,-3,3.25,-0.004453084,0.023982683,0.247647948,-0.001715095,-0.015345556,0.00149664
0_360_-2,0,360,-2,3.25,-0.004939827,0.020398483,0.252380697,-0.001765638,-0.015768789,0.001296177
0_360_-1,0,360,-1,3.25,-0.005030332,0.018079493,0.261252136,-0.00189664,-0.016389441,0.001143116
0_360_0,0,360,0,3.25,-0.005522784,0.015263262,0.261510201,-0.001884665,-0.01648688,0.00096474
1_360_-5,1,360,-5,3.25,-0.007565079,0.029146149,0.236172955,-0.00163111,-0.014424883,0.001749222
1_360_-4,1,360,-4,3.25,-0.007854796,0.026366959,0.242922565,-0.001750215,-0.014926123,0.001603562
1_360_-3,1,360,-3,3.25,-0.007919559,0.023023955,0.24663458,-0.001762283,-0.015178066,0.001416713
1_360_-2,1,360,-2,3.25,-0.00817093,0.01992648,0.250710297,-0.001808894,-0.015509192,0.001231648
1_360_-1,1,360,-1,3.25,-0.00841033,0.017295712,0.255393459,-0.001896164,-0.015916434,0.00107517
1_360_0,1,360,0,3.25,-0.009236699,0.014992401,0.261734099,-0.001970227,-0.016439959,0.000928041
2_360_-5,2,360,-5,3.25,-0.010938164,0.02841465,0.236591939,-0.001699805,-0.014360041,0.0016865
2_360_-4,2,360,-4,3.25,-0.011207582,0.025691766,0.242283117,-0.001788499,-0.014787881,0.001529728
2_360_-3,2,360,-3,3.25,-0.011460006,0.022668226,0.246524918,-0.001833472,-0.015059748,0.001351597
2_360_-2,2,360,-2,3.25,-0.011801621,0.019878574,0.251005674,-0.001944521,-0.015376682,0.001194283
2_360_-1,2,360,-1,3.25,-0.011884454,0.017119883,0.255065472,-0.001965117,-0.015634424,0.001049706
2_360_0,2,360,0,3.25,-0.012868639,0.014331017,0.261542592,-0.002069097,-0.016236965,0.00088395
3_360_-5,3,360,-5,3.25,-0.014413766,0.028000041,0.236966367,-0.001760279,-0.014300345,0.001638947
3_360_-4,3,360,-4,3.25,-0.015023165,0.025171021,0.242317496,-0.001845803,-0.01468061,0.001478929
3_360_-3,3,360,-3,3.25,-0.015681479,0.022684327,0.248128235,-0.001928129,-0.01505099,0.001323035
3_360_-2,3,360,-2,3.25,-0.015809099,0.020058829,0.25336006,-0.002014688,-0.015426234,0.001181297
3_360_-1,3,360,-1,3.25,-0.015785433,0.01729222,0.257929725,-0.002073251,-0.01574094,0.001026182
3_360_0,3,360,0,3.25,-0.016748765,0.014586312,0.265129542,-0.002166398,-0.016293296,0.000844118
4_360_-5,4,360,-5,3.25,-0.018159219,0.027782392,0.23761124,-0.001817676,-0.014276955,0.001587949
4_360_-4,4,360,-4,3.25,-0.018897828,0.025342015,0.243108349,-0.001886657,-0.014627541,0.001437689
4_360_-3,4,360,-3,3.25,-0.019304706,0.022995998,0.249527941,-0.001989047,-0.01507768,0.001297152
4_360_-2,4,360,-2,3.25,-0.019873346,0.020438801,0.256039445,-0.002067205,-0.015505245,0.001146418
4_360_-1,4,360,-1,3.25,-0.020219513,0.017784146,0.261860563,-0.002164175,-0.015917273,0.000993803
4_360_0,4,360,0,3.25,-0.020574395,0.014634827,0.266937526,-0.002220574,-0.016254314,0.00081003
5_360_-5,5,360,-5,3.25,-0.022136908,0.02821797,0.238963927,-0.001869604,-0.014287384,0.001554767
5_360_-4,5,360,-4,3.25,-0.022739443,0.025814267,0.244774049,-0.001943597,-0.014661552,0.001413023
5_360_-3,5,360,-3,3.25,-0.02352153,0.023545632,0.253116417,-0.002059042,-0.015221908,0.001288927
5_360_-2,5,360,-2,3.25,-0.023963469,0.020732902,0.258750228,-0.002114859,-0.015634644,0.001137132
5_360_-1,5,360,-1,3.25,-0.024749143,0.018259566,0.266265582,-0.002227588,-0.016148724,0.000972157
5_360_0,5,360,0,3.25,-0.025226092,0.015077198,0.270676675,-0.002288866,-0.016498702,0.000763736
0_330_-5,0,330,-5,3.25,-0.005299856,0.027079843,0.222790662,-0.001600893,-0.013297724,0.001666325
0_330_-4,0,330,-4,3.25,-0.005138083,0.025101129,0.229859177,-0.001709686,-0.013841322,0.001539844
0_330_-3,0,330,-3,3.25,-0.005303196,0.021950456,0.23437127,-0.001740405,-0.014133354,0.001367451
0_330_-2,0,330,-2,3.25,-0.00589753,0.018546085,0.238989678,-0.001794892,-0.014503401,0.001182957
0_330_-1,0,330,-1,3.25,-0.006092937,0.016167746,0.246536496,-0.00191465,-0.015006628,0.001039599
0_330_0,0,330,0,3.25,-0.006940062,0.01309405,0.246741086,-0.001920544,-0.015028245,0.000854305
1_330_-5,1,330,-5,3.25,-0.008576157,0.027063193,0.224829263,-0.001662679,-0.013308775,0.001613396
1_330_-4,1,330,-4,3.25,-0.008896287,0.02428922,0.230694787,-0.001775879,-0.013734836,0.001469115
1_330_-3,1,330,-3,3.25,-0.009093399,0.021073192,0.234117735,-0.001792938,-0.013923876,0.001293086
1_330_-2,1,330,-2,3.25,-0.009984199,0.018241142,0.240127499,-0.001876873,-0.014265518,0.001115362
1_330_-1,1,330,-1,3.25,-0.010177141,0.015748827,0.245752918,-0.001960516,-0.014664364,0.000967257
1_330_0,1,330,0,3.25,-0.011101264,0.013167811,0.252231038,-0.002061608,-0.015100676,0.000815928
2_330_-5,2,330,-5,3.25,-0.012164279,0.026409001,0.226287035,-0.001733585,-0.013269395,0.001561336
2_330_-4,2,330,-4,3.25,-0.012766989,0.02395344,0.232213186,-0.001827142,-0.013661544,0.001409681
2_330_-3,2,330,-3,3.25,-0.013419455,0.02144754,0.237919798,-0.001886414,-0.013949562,0.001238339
2_330_-2,2,330,-2,3.25,-0.013634862,0.018985058,0.243772102,-0.00198264,-0.014338333,0.00109025
2_330_-1,2,330,-1,3.25,-0.013658405,0.016048863,0.248005872,-0.002010051,-0.014575731,0.000945944
2_330_0,2,330,0,3.25,-0.014363286,0.013181224,0.25403154,-0.002109038,-0.015054813,0.000780906
3_330_-5,3,330,-5,3.25,-0.016055396,0.026759329,0.229103653,-0.001801865,-0.013343123,0.001527581
3_330_-4,3,330,-4,3.25,-0.016968914,0.024686015,0.236264103,-0.001891487,-0.013766177,0.001375597
3_330_-3,3,330,-3,3.25,-0.017200228,0.022079845,0.24179838,-0.001964663,-0.01408523,0.001226074
3_330_-2,3,330,-2,3.25,-0.017255105,0.01928982,0.246331069,-0.002034288,-0.014394407,0.001078638
3_330_-1,3,330,-1,3.25,-0.017273795,0.016405435,0.250663724,-0.002093402,-0.014670823,0.000917431
3_330_0,3,330,0,3.25,-0.017947421,0.013414951,0.256580837,-0.002168298,-0.015086606,0.000731728
4_330_-5,4,330,-5,3.25,-0.020106526,0.027584059,0.232139666,-0.001861684,-0.013419158,0.001478799
4_330_-4,4,330,-4,3.25,-0.020682038,0.025279641,0.238081802,-0.001928484,-0.013754411,0.001334928
4_330_-3,4,330,-3,3.25,-0.020901957,0.022559492,0.243511172,-0.002016234,-0.014109572,0.001188688
4_330_-2,4,330,-2,3.25,-0.021288591,0.019815607,0.249613092,-0.002085433,-0.014468604,0.001039245
4_330_-1,4,330,-1,3.25,-0.021377938,0.016863507,0.254127601,-0.002164272,-0.014783394,0.00088045
4_330_0,4,330,0,3.25,-0.021669927,0.013577698,0.25849024,-0.002223065,-0.015075293,0.000694871
5_330_-5,5,330,-5,3.25,-0.024007942,0.028276338,0.234351474,-0.001910039,-0.013420714,0.001437186
5_330_-4,5,330,-4,3.25,-0.024450391,0.025795706,0.240219511,-0.001975741,-0.013791292,0.001309077
5_330_-3,5,330,-3,3.25,-0.025061756,0.023109422,0.248123643,-0.002076289,-0.014263896,0.001186026
5_330_-2,5,330,-2,3.25,-0.025256837,0.02002491,0.25210447,-0.002128955,-0.014565684,0.001023676
5_330_-1,5,330,-1,3.25,-0.025644868,0.017417843,0.25815618,-0.002223487,-0.014926228,0.000842223
5_330_0,5,330,0,3.25,-0.025864571,0.014215396,0.261356662,-0.002279708,-0.01521189,0.000645357
0_300_-5,0,300,-5,3.25,-0.006756114,0.025308853,0.213419815,-0.001633469,-0.012182394,0.001525419
0_300_-4,0,300,-4,3.25,-0.007069811,0.023058292,0.219703521,-0.00174681,-0.012588514,0.001395544
0_300_-3,0,300,-3,3.25,-0.007807724,0.020291772,0.224532336,-0.001785844,-0.012825212,0.001220574
0_300_-2,0,300,-2,3.25,-0.008165107,0.016992364,0.229379999,-0.001858576,-0.01316354,0.001037228
0_300_-1,0,300,-1,3.25,-0.008167184,0.014221168,0.235329172,-0.001973543,-0.013436983,0.000892099
0_300_0,0,300,0,3.25,-0.008918414,0.01119761,0.237163348,-0.001973818,-0.013597349,0.000719848
1_300_-5,1,300,-5,3.25,-0.010260803,0.025658208,0.21660705,-0.001709971,-0.012218319,0.001468997
1_300_-4,1,300,-4,3.25,-0.010881215,0.023361972,0.22326134,-0.001820648,-0.012613129,0.001325846
1_300_-3,1,300,-3,3.25,-0.01099852,0.020182303,0.226613597,-0.001850889,-0.012773976,0.001154093
1_300_-2,1,300,-2,3.25,-0.011358137,0.017205312,0.231698587,-0.001918523,-0.013056101,0.00098462
1_300_-1,1,300,-1,3.25,-0.011352119,0.014393699,0.235388398,-0.001974364,-0.01324565,0.000830337
1_300_0,1,300,0,3.25,-0.011952328,0.011595873,0.239966555,-0.002056653,-0.01354673,0.000681997
2_300_-5,2,300,-5,3.25,-0.013925317,0.026210712,0.220572365,-0.001781107,-0.012310946,0.001425933
2_300_-4,2,300,-4,3.25,-0.014635159,0.023861531,0.226364572,-0.001860988,-0.012622713,0.001274897
2_300_-3,2,300,-3,3.25,-0.014738218,0.02066984,0.229911305,-0.001907082,-0.012764489,0.001106026
2_300_-2,2,300,-2,3.25,-0.014794891,0.017934666,0.234418359,-0.001981112,-0.013046613,0.000952464
2_300_-1,2,300,-1,3.25,-0.014798016,0.014719634,0.23750015,-0.002014141,-0.013222204,0.000795072
2_300_0,2,300,0,3.25,-0.015143554,0.011695168,0.241408421,-0.00209077,-0.013500319,0.000631299
3_300_-5,3,300,-5,3.25,-0.017719456,0.026974051,0.224008238,-0.001835836,-0.012348638,0.001384299
3_300_-4,3,300,-4,3.25,-0.018104074,0.02405799,0.228888771,-0.0019017,-0.012605645,0.001235415
3_300_-3,3,300,-3,3.25,-0.018230158,0.021192886,0.233039284,-0.001964945,-0.01283939,0.001080989
3_300_-2,3,300,-2,3.25,-0.018278213,0.018171887,0.236608381,-0.002023099,-0.013071311,0.000926337
3_300_-1,3,300,-1,3.25,-0.01830787,0.015058441,0.23972153,-0.002083228,-0.01326593,0.000755224
3_300_0,3,300,0,3.25,-0.018591543,0.011714733,0.242900591,-0.002131478,-0.013495441,0.000579233
4_300_-5,4,300,-5,3.25,-0.021278573,0.027351754,0.225637441,-0.00187284,-0.012317992,0.001328583
4_300_-4,4,300,-4,3.25,-0.021656793,0.024502322,0.23132006,-0.001936835,-0.012597601,0.001201869
4_300_-3,4,300,-3,3.25,-0.02178157,0.021462054,0.234749391,-0.002006674,-0.012832456,0.001041535
4_300_-2,4,300,-2,3.25,-0.021911804,0.018266549,0.238243017,-0.002063036,-0.013020254,0.000876373
4_300_-1,4,300,-1,3.25,-0.021996461,0.015274503,0.241430114,-0.00212652,-0.013269341,0.000716841
